aggregate_date,region,carrier_name,technology_type,n_source_rows,n_unique_localities,sample_count_total,mean_download_kbps,mean_upload_kbps,mean_latency_ms,median_download_kbps_approx,median_upload_kbps_approx,median_latency_ms_approx,week_label,mean_minus_median_download,mean_minus_median_upload,mean_minus_median_latency,download_median_gap_pct,latency_median_gap_pct
2026-03-01,Sohag,Operator C,5G,17,3,52,109574.01923076923,14316.826923076924,32.92307692307692,97338.63461538461,13458.596153846154,33.42307692307692,2026-03-01,12235.384615384624,858.2307692307695,-0.5,12.569916008921284,-1.4959723820483317
2026-03-01,Sohag,Operator C,LTE,31,5,128,17912.1875,6467.109375,43.4921875,9477.6640625,6188.7890625,41.6171875,2026-03-01,8434.5234375,278.3203125,1.875,88.99369487965537,4.505350103247607
2026-03-01,Sohag,Operator C,Multi-RAT,38,6,180,44392.65555555555,8629.572222222223,40.583333333333336,27003.13888888889,6553.322222222222,38.86666666666667,2026-03-01,17389.516666666663,2076.250000000001,1.7166666666666686,64.3981306699941,4.416809605488855
2026-03-08,Alexandria,Operator A,5G,7,1,111,323444.5045045045,25313.513513513513,24.963963963963963,325395.4504504505,25636.297297297297,25.65765765765766,2026-03-08,-1950.9459459459758,-322.7837837837833,-0.6936936936936959,-0.5995615314366713,-2.7036516853932673
2026-03-08,Alexandria,Operator A,LTE,72,16,302,79328.35761589404,13073.84105960265,36.89403973509934,71841.08940397351,10847.69867549669,33.728476821192054,2026-03-08,7487.268211920527,2226.1423841059604,3.165562913907287,10.421985905334013,9.38543098370313
2026-03-08,Alexandria,Operator A,Multi-RAT,72,16,410,140685.21463414634,15951.051219512196,33.636585365853655,99639.60243902438,12347.380487804878,31.40731707317073,2026-03-08,41045.612195121954,3603.670731707318,2.2292682926829244,41.194074635374314,7.0979265356837695
2026-03-08,Alexandria,Operator B,5G,30,5,727,399120.9614855571,37516.167812929845,34.9050894085282,371472.2682255846,31373.975240715266,33.22971114167813,2026-03-08,27648.693259972497,6142.192572214579,1.6753782668500676,7.4430033208245385,5.041808096696743
2026-03-08,Alexandria,Operator B,LTE,293,60,1680,93233.48333333334,15919.015476190476,40.54702380952381,74251.56607142858,12417.69761904762,38.82202380952381,2026-03-08,18981.91726190476,3501.317857142856,1.7249999999999943,25.564332533598716,4.443354134404548
2026-03-08,Alexandria,Operator B,Multi-RAT,294,60,2338,183609.83917878527,22352.95637296835,38.92301112061591,137163.47861420017,15625.765183917878,37.06715141146279,2026-03-08,46446.360564585106,6727.1911890504725,1.8558597091531226,33.86204624864088,5.006750285589007
2026-03-08,Alexandria,Operator C,5G,7,1,196,322940.887755102,25598.13775510204,34.066326530612244,301243.52040816325,16998.255102040817,33.07142857142857,2026-03-08,21697.367346938758,8599.882653061224,0.9948979591836746,7.202600513212828,3.008330762110463
2026-03-08,Alexandria,Operator C,LTE,69,15,254,51321.43700787402,16094.854330708662,44.40551181102362,37230.88188976378,14481.83464566929,42.20472440944882,2026-03-08,14090.555118110235,1613.0196850393713,2.2007874015748,37.846417820106154,5.214552238805963
2026-03-08,Alexandria,Operator C,Multi-RAT,69,15,445,166891.7393258427,19867.283146067417,40.103370786516855,105245.55505617977,14596.698876404495,38.95730337078652,2026-03-08,61646.18426966293,5270.584269662922,1.1460674157303359,58.573670153344125,2.941855099215502
2026-03-08,Assiut,Operator A,5G,15,3,38,288985.63157894736,34227.78947368421,40.526315789473685,216336.05263157896,34681.55263157895,40.3421052631579,2026-03-08,72649.5789473684,-453.763157894733,0.1842105263157876,33.581817761596525,0.4566210045662054
2026-03-08,Assiut,Operator A,LTE,43,7,129,106022.1007751938,18464.441860465115,56.2093023255814,95339.71317829458,16819.01550387597,55.51162790697674,2026-03-08,10682.387596899222,1645.4263565891451,0.697674418604656,11.2045518502055,1.2568077084206204
2026-03-08,Assiut,Operator A,Multi-RAT,45,7,154,146704.8051948052,22094.902597402597,53.396103896103895,111871.27272727272,21001.53896103896,53.09090909090909,2026-03-08,34833.53246753248,1093.363636363636,0.3051948051948017,31.13715578480277,0.5748532289628114
2026-03-08,Assiut,Operator B,5G,39,6,523,374648.4550669216,40068.07648183557,41.15678776290631,347655.5391969407,33834.92351816443,38.62715105162524,2026-03-08,26992.915869980876,6233.152963671135,2.5296367112810714,7.764270326983016,6.54885654885655
2026-03-08,Assiut,Operator B,LTE,93,17,628,101498.04458598726,17150.48566878981,44.8296178343949,77044.48885350318,12885.49203821656,42.77388535031847,2026-03-08,24453.555732484077,4264.99363057325,2.0557324840764295,31.739526209306774,4.806045715136616
2026-03-08,Assiut,Operator B,Multi-RAT,93,17,1112,221742.2023381295,27750.047661870503,43.00269784172662,203209.83633093524,17738.37050359712,40.92446043165467,2026-03-08,18532.366007194243,10011.677158273382,2.0782374100719494,9.119817397526738,5.078228003867469
2026-03-08,Assiut,Operator C,5G,19,3,141,427923.8581560284,44822.67375886525,61.801418439716315,410191.40425531915,21579.09219858156,62.5177304964539,2026-03-08,17732.453900709224,23243.58156028369,-0.7163120567375856,4.32297062219077,-1.145774248440154
2026-03-08,Assiut,Operator C,LTE,60,11,168,42588.244047619046,17585.285714285714,94.70833333333333,26084.434523809523,14408.52380952381,76.69642857142857,2026-03-08,16503.809523809523,3176.7619047619046,18.01190476190476,63.270719971886166,23.484672099340315
2026-03-08,Assiut,Operator C,Multi-RAT,60,11,300,222199.47666666665,30090.683333333334,80.82333333333334,196523.41666666666,16846.096666666668,69.16666666666667,2026-03-08,25676.059999999998,13244.586666666666,11.656666666666666,13.065140244101528,16.85301204819277
2026-03-08,Cairo,Operator A,5G,31,5,1059,305105.6987724268,40198.37865911237,32.432483474976394,288465.3909348442,33332.69593956563,24.83947119924457,2026-03-08,16640.3078375826,6865.682719546741,7.593012275731823,5.768563009813941,30.56833301653678
2026-03-08,Cairo,Operator A,LTE,87,17,1623,67385.08749229822,14902.636475662353,38.72520024645718,49646.05175600739,10467.4202094886,32.867529266789894,2026-03-08,17739.035736290825,4435.216266173753,5.857670979667283,35.731010037760605,17.822060587882422
2026-03-08,Cairo,Operator A,Multi-RAT,95,19,2620,157290.94809160306,24551.608015267175,36.480152671755725,107048.23396946565,16639.784732824428,31.098473282442747,2026-03-08,50242.714122137404,7911.823282442747,5.381679389312978,46.9346501657081,17.305284862171387
2026-03-08,Cairo,Operator B,5G,41,6,2764,303663.2087554269,34472.8487698987,33.96816208393633,270618.4569464544,25493.252532561506,29.56259044862518,2026-03-08,33044.751808972505,8979.596237337195,4.405571635311148,12.210827074337677,14.902522304218543
2026-03-08,Cairo,Operator B,LTE,294,61,5191,46729.95819687921,13968.689462531303,47.17703717973416,28346.130610672317,9425.748603351954,39.87979194760162,2026-03-08,18383.827586206895,4542.940859179349,7.297245232132539,64.85480448356287,18.298102562120807
2026-03-08,Cairo,Operator B,Multi-RAT,294,61,7799,133406.0979612771,20741.179125528914,43.63046544428773,66299.82574689062,13660.937043210668,36.679574304398,2026-03-08,67106.27221438647,7080.242082318246,6.950891139889727,101.21636287638911,18.950304826891877
2026-03-08,Cairo,Operator C,5G,14,2,1613,327871.0204587725,31917.72845629262,30.141971481711096,309093.7507749535,23460.521388716676,22.223186608803474,2026-03-08,18777.269683818973,8457.207067575946,7.918784872907622,6.074943164247413,35.63298554929418
2026-03-08,Cairo,Operator C,LTE,88,17,1132,35160.93551236749,11515.065371024735,54.42226148409894,22762.38957597173,7913.0512367491165,35.773851590106005,2026-03-08,12398.54593639576,3602.0141342756187,18.648409893992934,54.46943913781277,52.12860529435006
2026-03-08,Cairo,Operator C,Multi-RAT,88,17,2682,204557.9668158091,23463.28784489187,40.63870246085011,153121.35645041015,14360.543251304996,29.21476510067114,2026-03-08,51436.610365398956,9102.744593586875,11.423937360178972,33.592055058666624,39.10330040585037
2026-03-08,Dakahlia,Operator A,5G,100,16,6883,313177.7316577074,36607.45895685021,19.17565015254976,269944.559639692,27355.917041987504,17.405782362342002,2026-03-08,43233.17201801541,9251.541914862708,1.7698677902077584,16.015574485264974,10.168274848919904
2026-03-08,Dakahlia,Operator A,LTE,343,65,8510,63035.27755581668,15100.909518213866,30.980141010575792,43396.38613396005,10559.729494712103,27.362749706227966,2026-03-08,19638.891421856635,4541.180023501764,3.6173913043478265,45.254670195885566,13.220130809896204
2026-03-08,Dakahlia,Operator A,Multi-RAT,354,66,14824,173872.90286022666,24601.75215866163,25.692525634106854,95823.76099568268,16547.237317862924,23.28514570966001,2026-03-08,78049.14186454398,8054.514840798707,2.4073799244468432,81.45071854157392,10.338693837110602
2026-03-08,Dakahlia,Operator B,5G,119,20,12169,332129.0346782809,35293.232558139534,29.968526583942804,307377.7140274468,24793.766866628317,27.243651902374886,2026-03-08,24751.320650834066,10499.465691511217,2.7248746815679183,8.052412234617613,10.001870128616588
2026-03-08,Dakahlia,Operator B,LTE,474,91,21066,43317.56489129403,13673.146017279028,44.84819139846198,22464.411136428367,8145.049938289187,38.673977024589384,2026-03-08,20853.153754865663,5528.096078989842,6.174214373872594,92.8275111607538,15.964777478010483
2026-03-08,Dakahlia,Operator B,Multi-RAT,486,92,33137,145701.70842260917,21123.832091016084,40.32190602649606,51225.27060385672,12496.694631378821,35.09566345776624,2026-03-08,94476.43781875246,8627.137459637263,5.226242568729816,184.4332625382742,14.891419776175544
2026-03-08,Dakahlia,Operator C,5G,47,8,5480,262695.0321167883,31935.200547445256,24.70748175182482,239885.47591240876,24112.236861313868,20.492153284671534,2026-03-08,22809.556204379565,7822.963686131388,4.2153284671532845,9.508519062116205,20.570451570389235
2026-03-08,Dakahlia,Operator C,LTE,229,47,6155,34675.54118602762,11753.263363119415,37.440292445166534,21749.73647441105,8145.681072298944,29.883184402924453,2026-03-08,12925.804711616573,3607.582290820471,7.557108042242081,59.42970723725325,25.288831137763623
2026-03-08,Dakahlia,Operator C,Multi-RAT,240,49,11462,139938.58148665156,20985.175623800384,32.3320537428023,65634.9775780841,12207.657302390508,25.654074332577213,2026-03-08,74303.60390856746,8777.518321409876,6.677979410225088,113.20732732813161,26.030872615602252
2026-03-08,Fayoum,Operator A,5G,42,7,146,273873.5273972603,33618.96575342466,29.54794520547945,243686.15068493152,27463.77397260274,27.027397260273972,2026-03-08,30187.376712328783,6155.191780821919,2.520547945205479,12.387809741128402,9.325899645210338
2026-03-08,Fayoum,Operator A,LTE,337,66,752,71435.3324468085,17477.257978723403,42.90558510638298,54138.8789893617,15423.234042553191,36.777925531914896,2026-03-08,17296.453457446805,2054.0239361702115,6.127659574468083,31.948303659640903,16.661243084933282
2026-03-08,Fayoum,Operator A,Multi-RAT,358,69,873,102492.37571592211,20427.39060710195,40.83390607101947,73946.42611683848,18521.86483390607,35.58419243986254,2026-03-08,28545.94959908363,1905.5257731958773,5.249713631156929,38.60355543617459,14.75293738934492
2026-03-08,Fayoum,Operator B,5G,432,88,2305,231205.7639913232,25390.47895878525,39.81127982646421,204770.62342733188,19928.90585683297,36.7709327548807,2026-03-08,26435.14056399133,5461.573101952279,3.0403470715835113,12.909635240414511,8.268343617636294
2026-03-08,Fayoum,Operator B,LTE,1392,246,11617,46238.180425238876,10668.945338727726,47.764052681415166,32435.20358095894,7334.951020056813,40.90479469742618,2026-03-08,13802.976844279936,3333.9943186709133,6.859257983988982,42.5555424982224,16.768836110111515
2026-03-08,Fayoum,Operator B,Multi-RAT,1510,266,13955,75316.3067717664,12929.960444285203,46.76366893586528,44195.89587961304,8403.745109279827,40.29802938015048,2026-03-08,31120.410892153355,4526.215335005376,6.465639555714802,70.4147076844499,16.04455516849558
2026-03-08,Fayoum,Operator C,5G,48,12,244,125083.64344262295,17944.266393442624,39.15573770491803,100878.10655737705,13856.684426229509,36.114754098360656,2026-03-08,24205.536885245907,4087.5819672131147,3.0409836065573757,23.994836651179984,8.420335905583292
2026-03-08,Fayoum,Operator C,LTE,286,56,785,28589.062420382164,8349.611464968153,54.33375796178344,26412.575796178346,6675.742675159236,44.86751592356688,2026-03-08,2176.486624203819,1673.8687898089174,9.466242038216564,8.240342180177429,21.098208455182995
2026-03-08,Fayoum,Operator C,Multi-RAT,312,62,1036,49910.54247104247,10334.495173745174,51.4034749034749,35161.9276061776,7414.395752895753,43.45752895752896,2026-03-08,14748.614864864867,2920.099420849421,7.945945945945944,41.94484167663687,18.284394296121892
2026-03-08,Gharbia,Operator A,LTE,42,8,121,77014.42975206612,17399.95041322314,43.82644628099174,72296.86776859504,17228.314049586777,41.63636363636363,2026-03-08,4717.5619834710815,171.63636363636397,2.190082644628106,6.525264688604309,5.260023818975801
2026-03-08,Gharbia,Operator A,Multi-RAT,42,8,132,103976.01515151515,17859.522727272728,43.45454545454545,94412.08333333333,18249.924242424244,41.628787878787875,2026-03-08,9563.931818181823,-390.4015151515159,1.825757575757578,10.129987053050403,4.385805277525028
2026-03-08,Gharbia,Operator B,5G,43,7,438,389526.18493150687,37289.182648401824,38.917808219178085,378175.2876712329,26662.157534246577,38.71461187214612,2026-03-08,11350.897260273981,10627.025114155247,0.20319634703196243,3.0014910096774745,0.5248569912130656
2026-03-08,Gharbia,Operator B,LTE,62,12,493,108663.88843813387,16866.693711967546,43.606490872210955,83082.93711967545,12441.115618661257,42.07505070993915,2026-03-08,25580.95131845842,4425.578093306289,1.5314401622718066,30.78965694437446,3.639782095164637
2026-03-08,Gharbia,Operator B,Multi-RAT,72,13,889,239613.15635545558,26727.051743532058,41.203599550056246,196190.5455568054,17748.383577052868,40.37232845894263,2026-03-08,43422.61079865019,8978.66816647919,0.8312710911136136,22.132876319505172,2.0590120085815453
2026-03-08,Gharbia,Operator C,5G,28,4,152,421423.53289473685,42868.75,51.48684210526316,427716.2368421053,32283.342105263157,49.08552631578947,2026-03-08,-6292.703947368427,10585.407894736843,2.401315789473685,-1.4712333564487585,4.8921056158691885
2026-03-08,Gharbia,Operator C,LTE,58,10,140,62388.27142857143,18354.464285714286,66.86428571428571,54392.96428571428,16867.60714285714,65.47857142857143,2026-03-08,7995.307142857149,1486.857142857145,1.3857142857142861,14.699156863118471,2.1162866804843463
2026-03-08,Gharbia,Operator C,Multi-RAT,68,11,282,250413.60283687944,31583.787234042553,58.854609929078016,248432.45744680852,24510.0390070922,57.191489361702125,2026-03-08,1981.1453900709166,7073.748226950353,1.6631205673758913,0.7974583556559217,2.9079861111111196
2026-03-08,Giza,Operator A,5G,123,18,3359,252027.33075320037,30144.686513843404,27.29949389699315,224086.82941351592,22746.864245311106,23.53944626376898,2026-03-08,27940.501339684444,7397.822268532298,3.760047633224172,12.468604876427063,15.973390329964959
2026-03-08,Giza,Operator A,LTE,223,38,5267,75644.01082209987,14934.707613442188,30.904309853806723,56800.13233339662,9421.213404214923,27.056578697550787,2026-03-08,18843.878488703245,5513.494209227265,3.8477311562559358,33.17576511634932,14.221055807784891
2026-03-08,Giza,Operator A,Multi-RAT,229,38,8432,142659.6921252372,20769.67919829222,29.587879506641364,90918.21987666034,14104.820327324478,26.10839658444023,2026-03-08,51741.47224857686,6664.858870967741,3.479482922201136,56.909904658020515,13.327064766109753
2026-03-08,Giza,Operator B,5G,176,27,8312,391824.6850336862,31009.954764196344,20.645452358036575,358467.6278873917,22922.445500481233,18.07519249278152,2026-03-08,33357.05714629451,8087.50926371511,2.5702598652550535,9.305458722418646,14.219820155616643
2026-03-08,Giza,Operator B,LTE,356,61,9502,93902.4171753315,15014.728899179121,24.145653546621762,73011.43601347085,9994.238686592296,20.53220374657967,2026-03-08,20890.981161860647,5020.490212586825,3.613449800042094,28.613299919215656,17.59893796419216
2026-03-08,Giza,Operator B,Multi-RAT,374,65,17428,231546.86934817536,22427.242999770486,22.60391324305715,150620.09874913932,14603.119635070003,19.661636447096626,2026-03-08,80926.77059903604,7824.123364700483,2.942276795960524,53.72906489313962,14.964557013742368
2026-03-08,Giza,Operator C,5G,124,19,3952,275822.31477732793,18116.64144736842,32.14448380566802,248126.0680668016,10050.453694331984,24.244686234817813,2026-03-08,27696.24671052632,8066.187753036436,7.899797570850204,11.16216725083066,32.583624693419615
2026-03-08,Giza,Operator C,LTE,209,36,3113,36750.40636042403,11377.125281079345,43.10504336652747,23350.20366206232,8240.959203340828,32.04079665917122,2026-03-08,13400.20269836171,3136.166077738517,11.064246707356247,57.38794784104332,34.531746588733036
2026-03-08,Giza,Operator C,Multi-RAT,214,36,6894,169420.44009283435,14979.882216420076,36.96011024078909,82272.96794313897,8914.212068465333,28.226863939657672,2026-03-08,87147.47214969539,6065.670147954743,8.73324630113142,105.92479441111851,30.939484881498082
2026-03-08,Ismailia,Operator A,5G,40,6,291,151026.80756013744,22163.41237113402,25.859106529209622,127394.89690721649,21465.93470790378,24.415807560137456,2026-03-08,23631.910652920953,697.4776632302419,1.443298969072167,18.550123455990867,5.9113300492610925
2026-03-08,Ismailia,Operator A,LTE,160,32,853,65049.984759671745,12260.981242672919,37.64478311840563,57610.890973036345,8152.184056271981,30.450175849941385,2026-03-08,7439.0937866354,4108.797186400938,7.194607268464242,12.912651863199134,23.627473627473623
2026-03-08,Ismailia,Operator A,Multi-RAT,166,33,1124,86327.5693950178,14652.375444839858,34.563167259786475,64293.78825622776,11552.794483985765,28.756227758007118,2026-03-08,22033.781138790036,3099.580960854093,5.8069395017793575,34.2704664577853,20.1936761339026
2026-03-08,Ismailia,Operator B,5G,98,18,2478,353838.8393866021,32452.23648103309,26.37772397094431,329472.4741727199,25636.210250201777,23.717917675544793,2026-03-08,24366.365213882178,6816.026230831314,2.659806295399516,7.395569318822232,11.214333112143333
2026-03-08,Ismailia,Operator B,LTE,373,66,3972,88476.99194360523,15110.378398791541,28.87084592145015,68626.19058408862,10700.27618328298,26.755790533736153,2026-03-08,19850.801359516612,4410.102215508561,2.1150553877139977,28.9259846576988,7.905037920846114
2026-03-08,Ismailia,Operator B,Multi-RAT,377,66,6280,188877.60541401274,21678.56863057325,27.705414012738853,134957.83646496816,14095.987101910829,25.621974522292994,2026-03-08,53919.76894904458,7582.58152866242,2.0834394904458584,39.95304782693435,8.131455632481071
2026-03-08,Ismailia,Operator C,5G,27,4,408,331147.3431372549,31673.63725490196,35.53186274509804,311793.8774509804,22518.448529411766,31.13480392156863,2026-03-08,19353.46568627446,9155.188725490196,4.3970588235294095,6.207134612294358,14.122648193340147
2026-03-08,Ismailia,Operator C,LTE,99,20,323,42206.19504643963,10974.990712074303,49.88235294117647,25554.473684210527,8356.390092879257,46.35294117647059,2026-03-08,16651.721362229102,2618.6006191950455,3.529411764705884,65.16166823861369,7.614213197969547
2026-03-08,Ismailia,Operator C,Multi-RAT,109,21,721,202857.8030513176,22524.506241331484,42.15395284327323,174220.80859916782,14093.133148404993,37.68377253814147,2026-03-08,28636.994452149782,8431.373092926491,4.470180305131763,16.43718375686988,11.862348178137655
2026-03-08,Minya,Operator A,5G,13,2,92,220574.0760869565,29119.489130434784,38.69565217391305,208918.5652173913,27159.206521739132,37.57608695652174,2026-03-08,11655.510869565216,1960.282608695652,1.1195652173913047,5.578973250863088,2.9794619612380684
2026-03-08,Minya,Operator A,LTE,61,12,314,64843.87898089172,12065.955414012738,46.63694267515923,46244.21337579618,7616.745222929936,41.2484076433121,2026-03-08,18599.665605095543,4449.210191082802,5.388535031847134,40.22052543947141,13.063619518221126
2026-03-08,Minya,Operator A,Multi-RAT,64,12,396,98494.30555555556,15642.15404040404,45.01767676767677,74134.69191919192,10048.588383838383,40.148989898989896,2026-03-08,24359.613636363647,5593.565656565657,4.868686868686872,32.858588881594116,12.126548839549667
2026-03-08,Minya,Operator B,5G,62,11,1010,364067.98613861384,35889.48811881188,44.3009900990099,317964.68613861385,23868.447524752475,41.20693069306931,2026-03-08,46103.29999999999,12021.040594059406,3.094059405940591,14.499503249836263,7.508589826761808
2026-03-08,Minya,Operator B,LTE,162,27,1679,70418.99285288862,13689.917212626564,50.619416319237644,45159.90768314473,9669.654556283502,46.13758189398452,2026-03-08,25259.085169743892,4020.262656343062,4.481834425253126,55.93254385498106,9.714064416187954
2026-03-08,Minya,Operator B,Multi-RAT,164,28,2623,177373.7270301182,22012.71063667556,48.92451391536409,110383.15516584064,13041.296225695769,44.39153640869234,2026-03-08,66990.57186427756,8971.414410979793,4.532977506671749,60.68912576708858,10.21135530191774
2026-03-08,Minya,Operator C,5G,16,3,288,316316.27777777775,35904.975694444445,37.81597222222222,320324.75,26053.541666666668,34.18055555555556,2026-03-08,-4008.472222222248,9851.434027777777,3.6354166666666643,-1.2513776166912636,10.635920357578213
2026-03-08,Minya,Operator C,LTE,42,7,231,33339.683982683986,11190.82251082251,45.42424242424242,27497.367965367965,7725.597402597403,41.59307359307359,2026-03-08,5842.316017316021,3465.2251082251078,3.8311688311688314,21.24681905800667,9.211074104912575
2026-03-08,Minya,Operator C,Multi-RAT,44,8,510,192827.60980392157,25004.67450980392,42.082352941176474,148519.24509803922,18843.886274509805,38.062745098039215,2026-03-08,44308.364705882355,6160.788235294116,4.019607843137258,29.83341632031183,10.560478054811465
2026-03-08,Monufia,Operator A,5G,12,3,44,225370.95454545456,35581.75,24.227272727272727,218045.5909090909,32009.522727272728,24.136363636363637,2026-03-08,7325.363636363647,3572.227272727272,0.09090909090908994,3.3595559560834176,0.3766478342749489
2026-03-08,Monufia,Operator A,LTE,69,12,143,68571.51048951049,15212.104895104894,32.37062937062937,64990.531468531466,12685.622377622378,32.23076923076923,2026-03-08,3580.9790209790226,2526.4825174825164,0.13986013986014,5.5100011341081885,0.4339336081579523
2026-03-08,Monufia,Operator A,Multi-RAT,73,14,189,107187.97354497355,20241.693121693123,30.444444444444443,88324.31216931216,19823.99470899471,30.513227513227513,2026-03-08,18863.66137566138,417.69841269841345,-0.06878306878306972,21.357269490534982,-0.22542049592509414
2026-03-08,Monufia,Operator B,5G,68,12,389,327635.33933161956,38097.74035989717,34.98457583547558,314370.5706940874,35254.50128534705,32.89460154241645,2026-03-08,13264.768637532135,2843.239074550125,2.0899742930591287,4.219468956093865,6.353547983744928
2026-03-08,Monufia,Operator B,LTE,167,30,439,62833.10933940775,15834.38952164009,42.09339407744875,50021.48063781321,12975.578587699316,39.066059225512525,2026-03-08,12811.628701594535,2858.8109339407747,3.0273348519362244,25.612254052131593,7.749271137026255
2026-03-08,Monufia,Operator B,Multi-RAT,181,33,827,186677.7908101572,25799.933494558645,39.70979443772672,146369.33857315598,20911.10761789601,37.037484885126965,2026-03-08,40308.45223700121,4888.825876662635,2.6723095525997564,27.538863419031497,7.215148547175966
2026-03-08,Monufia,Operator C,5G,7,1,30,147479.4,13606.6,35.233333333333334,119827.66666666667,11713.466666666667,35.93333333333333,2026-03-08,27651.733333333323,1893.1333333333332,-0.6999999999999957,23.076251171821745,-1.9480519480519363
2026-03-08,Monufia,Operator C,LTE,49,10,79,35397.40506329114,12034.886075949367,46.64556962025316,36612.13924050633,11632.405063291139,46.41772151898734,2026-03-08,-1214.7341772151922,402.4810126582288,0.22784810126582045,-3.3178453988595527,0.4908644668666434
2026-03-08,Monufia,Operator C,Multi-RAT,49,10,102,68486.20588235294,12402.401960784313,43.81372549019608,46952.55882352941,11188.441176470587,43.872549019607845,2026-03-08,21533.647058823524,1213.9607843137255,-0.05882352941176805,45.86256340097983,-0.1340782122905104
2026-03-08,Port Said,Operator A,5G,37,6,4492,381718.6175422974,34225.80921638468,22.14692787177204,337846.4361086376,27419.869323241317,18.99354407836153,2026-03-08,43872.1814336598,6805.939893143364,3.1533837934105087,12.985835203409488,16.602398059048987
2026-03-08,Port Said,Operator A,LTE,242,47,5132,71171.51812159002,13985.742010911925,31.798129384255652,55471.77825409197,9986.130358534685,26.45265003897116,2026-03-08,15699.73986749805,3999.61165237724,5.345479345284492,28.30221125341323,20.207727155537558
2026-03-08,Port Said,Operator A,Multi-RAT,242,47,9222,215553.3635870744,23515.068423335502,27.51713294296248,131591.88147907177,15315.680329646497,23.335610496638473,2026-03-08,83961.48210800262,8199.388093689005,4.181522446324006,63.80445447263838,17.91906171439723
2026-03-08,Port Said,Operator B,5G,175,27,19846,378951.4923410259,36610.28438980147,22.904968255567873,362504.94492592965,27286.052957774868,20.80444422049783,2026-03-08,16446.547415096255,9324.231432026601,2.100524035070041,4.5369167083932505,10.096515979025646
2026-03-08,Port Said,Operator B,LTE,593,112,18762,70422.04189318836,18301.26276516363,35.39393454855559,47749.91887858437,12540.591887858438,29.105532459226094,2026-03-08,22672.12301460399,5760.6708773051905,6.288402089329498,47.4809665588193,21.605521555528707
2026-03-08,Port Said,Operator B,Multi-RAT,613,115,37425,229275.02156312624,27770.9926252505,29.032678690714764,146781.55401469607,18992.0376753507,26.110808283233133,2026-03-08,82493.46754843017,8778.954949899799,2.921870407481631,56.20152212053209,11.190271767105306
2026-03-08,Port Said,Operator C,5G,87,13,7776,411955.0396090535,28803.172968106996,23.528034979423868,353952.81442901236,18354.380144032923,16.37255658436214,2026-03-08,58002.22518004116,10448.792824074073,7.155478395061728,16.386993637445396,43.70409934570703
2026-03-08,Port Said,Operator C,LTE,240,46,4656,44530.68449312715,13370.699957044673,35.15700171821306,27827.930412371134,9886.273195876289,26.906357388316152,2026-03-08,16702.754080756014,3484.4267611683845,8.250644329896907,60.02154609862998,30.66429324052492
2026-03-08,Port Said,Operator C,Multi-RAT,254,47,12188,274846.7781424352,23059.11888743026,28.06744338693797,172654.4235313423,13701.898834919593,20.090088611749263,2026-03-08,102192.35461109289,9357.220052510667,7.977354775188708,59.188958221242274,39.7079123410303
2026-03-08,Sharqia,Operator A,5G,29,5,320,311008.109375,35242.665625,26.503125,251533.371875,29756.5125,24.246875,2026-03-08,59474.73749999999,5486.153125000001,2.2562500000000014,23.644869488552825,9.305322850882852
2026-03-08,Sharqia,Operator A,LTE,214,42,1591,71570.91389063482,17189.747957259584,36.28346951602766,53035.51539912005,12868.648648648648,35.269013199245755,2026-03-08,18535.398491514774,4321.099308610936,1.014456316781903,34.94903057324169,2.876338816317088
2026-03-08,Sharqia,Operator A,Multi-RAT,214,42,1930,111014.15233160622,20517.65129533679,34.63937823834197,68846.17875647669,16104.904663212435,34.17253886010363,2026-03-08,42167.97357512954,4412.746632124354,0.46683937823834043,61.249548394379985,1.366124361287579
2026-03-08,Sharqia,Operator B,5G,94,15,3819,268760.3830845771,34786.446975648076,38.9172558261325,248764.7572663001,25718.455616653573,34.13459020686044,2026-03-08,19995.62581827701,9067.991358994503,4.782665619272059,8.037965682121081,14.011199754525922
2026-03-08,Sharqia,Operator B,LTE,465,90,12365,32225.530287100686,10848.666397088557,52.75923978972907,14800.343145976547,6153.397007682976,42.13821269712899,2026-03-08,17425.187141124137,4695.26938940558,10.62102709260008,117.73502120362087,25.205214964714735
2026-03-08,Sharqia,Operator B,Multi-RAT,500,94,16446,85559.35692569622,16143.3615468807,50.111455673112005,28034.153654384045,8445.226438039645,40.53928006810167,2026-03-08,57525.20327131217,7698.135108841056,9.572175605010337,205.19686087372304,23.61210063160989
2026-03-08,Sharqia,Operator C,5G,28,4,467,164200.73233404712,17824.12847965739,35.32976445396146,129864.9079229122,9245.132762312634,33.235546038543895,2026-03-08,34335.82441113492,8578.995717344755,2.094218415417565,26.43964790820678,6.301140390438779
2026-03-08,Sharqia,Operator C,LTE,206,38,1009,34653.426164519326,9228.680872150644,48.5203171456888,24635.94152626363,6667.546085232904,40.08523290386521,2026-03-08,10017.484638255697,2561.13478691774,8.435084241823589,40.66207344897438,21.04287197745142
2026-03-08,Sharqia,Operator C,Multi-RAT,214,39,1419,70427.05214940099,11524.6955602537,45.473572938689216,39116.01550387597,7085.211416490486,38.63777307963355,2026-03-08,31311.03664552502,4439.484143763214,6.835799859055669,80.0465902321325,17.69201305925911
2026-03-08,Sohag,Operator A,5G,6,1,46,265975.73913043475,32766.652173913044,33.43478260869565,275025.10869565216,37177.17391304348,31.82608695652174,2026-03-08,-9049.369565217406,-4410.521739130436,1.6086956521739104,-3.2903794159505653,5.054644808743161
