aggregate_date,region,carrier_name,technology_type,n_source_rows,n_unique_localities,sample_count_total,mean_download_kbps,mean_upload_kbps,mean_latency_ms,median_download_kbps_approx,median_upload_kbps_approx,median_latency_ms_approx,week_label,mean_minus_median_download,mean_minus_median_upload,mean_minus_median_latency,download_median_gap_pct,latency_median_gap_pct
2026-03-15,Sharqia,Operator C,LTE,139,30,868,34367.829493087556,9532.927419354839,58.163594470046085,23216.820276497696,6928.142857142857,41.883640552995395,2026-03-15,11151.00921658986,2604.784562211982,16.27995391705069,48.029872668988986,38.86948150185668
2026-03-15,Sharqia,Operator C,Multi-RAT,151,31,1375,88855.82472727273,14196.828363636363,50.981818181818184,50364.54254545455,8436.330181818183,38.90836363636364,2026-03-15,38491.282181818184,5760.4981818181805,12.073454545454545,76.42535846936241,31.03048655115049
2026-03-15,Sohag,Operator A,5G,7,1,43,250247.86046511628,31517.558139534885,37.093023255813954,231302.93023255814,21782.25581395349,35.86046511627907,2026-03-15,18944.930232558138,9735.302325581397,1.2325581395348806,8.19052755341681,3.4370946822308603
2026-03-15,Sohag,Operator A,LTE,49,10,240,68072.59583333334,15946.179166666667,46.27916666666667,47055.604166666664,11845.9625,43.85,2026-03-15,21016.991666666676,4100.216666666667,2.429166666666667,44.664162832181276,5.539718738122388
2026-03-15,Sohag,Operator A,Multi-RAT,49,10,277,93986.24909747293,18387.906137184116,44.79061371841155,68268.87003610109,14505.10108303249,42.938628158844764,2026-03-15,25717.379061371845,3882.805054151626,1.851985559566785,37.67072612710933,4.313099041533541
2026-03-15,Sohag,Operator B,5G,51,8,744,264034.9301075269,28313.987903225807,38.846774193548384,205444.4744623656,21287.86559139785,36.80779569892473,2026-03-15,58590.4556451613,7026.122311827956,2.038978494623656,28.518876352595317,5.539528939200293
2026-03-15,Sohag,Operator B,LTE,107,19,2522,39794.44250594766,11725.962727993656,50.24821570182395,18595.855670103094,6468.405630452022,39.32791435368755,2026-03-15,21198.58683584457,5257.557097541634,10.920301348136405,113.99629687342613,27.767303523718322
2026-03-15,Sohag,Operator B,Multi-RAT,114,20,3279,88798.20951509607,15379.57548032937,47.896309850564194,30904.273863982922,8215.657517535834,38.79780420860018,2026-03-15,57893.93565111315,7163.9179627935355,9.09850564196401,187.3331044952493,23.451083966105415
2026-03-15,Sohag,Operator C,5G,30,5,79,88736.75949367089,10782.177215189873,39.87341772151899,74636.55696202532,8901.0,39.0,2026-03-15,14100.20253164557,1881.177215189873,0.8734177215189902,18.891818038738947,2.239532619279462
2026-03-15,Sohag,Operator C,LTE,31,6,137,23692.277372262775,7961.824817518248,62.18248175182482,13544.452554744526,7238.233576642336,54.934306569343065,2026-03-15,10147.824817518249,723.5912408759123,7.248175182481752,74.92236970451447,13.194259899016744
2026-03-15,Sohag,Operator C,Multi-RAT,45,8,216,45479.34259259259,8523.38425925926,55.851851851851855,20858.472222222223,7381.3287037037035,50.875,2026-03-15,24620.87037037037,1142.0555555555557,4.976851851851855,118.03774556479625,9.782509782509788
